age,workclass,fnlwgt,education,education-num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours-per-week,native-country,income >50K?
25,0,187653,8,9,2,6,3,0,1,0,0,48,0,0
38,0,235379,10,12,2,5,5,0,0,0,0,36,0,0
41,0,188615,9,10,0,1,2,0,1,0,0,40,0,1
58,0,322691,13,13,0,7,2,0,1,0,0,40,0,1
25,0,184698,5,6,2,7,3,0,1,0,0,40,24,0
50,0,144361,8,9,0,1,2,0,1,0,0,40,0,0
32,0,130057,13,13,0,4,2,0,1,0,0,45,0,1
31,2,117963,15,16,2,5,1,0,1,0,0,40,0,0
22,0,123876,9,10,2,2,1,0,0,0,0,20,0,0
37,0,248445,8,9,1,6,4,0,1,0,0,40,36,0
32,0,207172,9,10,2,3,4,0,0,0,0,40,0,0
46,5,119904,12,15,2,5,3,0,0,0,1564,55,0,1
62,0,134768,8,9,0,10,2,0,1,0,0,40,0,1
56,0,132026,13,13,0,3,2,4,1,7688,0,45,0,1
37,0,60722,9,10,1,4,3,1,0,0,0,40,8,1
41,0,648223,1,2,5,9,5,0,1,0,0,40,20,0
56,0,298695,3,4,0,7,2,0,1,0,0,48,0,0
20,0,219835,9,10,2,6,3,0,1,0,0,30,0,0
34,1,313729,13,13,0,3,2,0,1,0,0,60,0,1
45,0,140644,8,9,0,3,2,0,1,0,0,50,0,1
30,0,203488,9,10,0,7,2,0,1,0,0,40,0,1
51,1,132341,8,9,0,4,2,0,1,0,0,45,0,1
27,0,161683,6,7,0,7,2,0,1,0,0,42,0,0
38,0,312771,11,11,0,3,2,0,1,0,0,40,0,1
39,0,258102,9,10,0,6,2,0,1,0,0,50,0,0
47,0,254367,9,10,0,4,2,0,1,0,0,50,0,1
43,0,152629,8,9,0,1,2,0,1,0,0,40,0,1
46,4,141058,8,9,0,4,2,0,1,0,0,65,0,0
41,0,233130,9,10,0,1,2,0,1,0,0,40,0,1
20,0,406641,8,9,2,8,3,0,0,0,0,30,0,0
30,5,119422,5,6,0,8,2,0,1,0,0,40,0,0
30,0,255486,8,9,0,2,2,4,1,0,0,25,0,0
22,0,161532,9,10,2,6,1,0,1,0,0,35,0,0
25,0,75759,8,9,0,10,2,0,1,0,0,44,0,1
18,0,163332,8,9,2,3,1,0,0,0,0,22,0,0
50,0,34832,13,13,0,0,2,0,1,15024,0,40,0,1
28,0,37933,8,9,2,2,3,4,0,0,0,48,0,0
21,0,165107,9,10,2,11,1,0,0,0,0,40,0,0
37,0,126011,11,11,1,0,1,0,1,0,0,40,0,0
28,3,56651,13,13,2,5,1,4,0,0,0,40,0,0
23,0,522881,2,3,0,2,2,0,1,0,0,35,20,0
32,0,191777,11,11,2,4,3,4,0,0,0,35,2,0
27,0,132686,7,8,2,7,1,0,1,0,0,50,0,0
55,0,201112,8,9,1,5,5,4,0,0,0,40,0,0
44,0,174283,8,9,0,1,2,0,1,0,0,40,0,1
25,0,208591,13,13,2,5,1,0,1,0,0,40,0,0
29,0,126399,8,9,1,3,5,0,0,0,0,32,0,0
50,0,142073,8,9,5,4,3,0,0,0,0,55,0,0
18,0,395567,8,9,2,6,1,0,1,0,0,40,0,0
74,0,180455,13,13,4,2,3,0,0,0,0,8,0,0
22,0,235853,4,5,2,3,3,0,1,0,0,40,0,0
27,0,160731,13,13,0,5,2,0,1,0,0,40,0,0
27,5,31935,9,10,2,0,1,0,0,0,0,80,0,0
41,0,35166,12,15,0,5,2,0,1,15024,0,50,0,1
24,0,161092,9,10,0,8,2,0,1,7298,0,40,0,1
23,0,223019,8,9,2,8,1,0,0,0,0,40,0,0
34,1,179673,12,15,0,5,2,0,1,7688,0,60,0,1
46,5,248895,13,13,0,4,2,0,1,0,0,40,0,1
32,0,200323,12,15,2,5,3,0,1,0,0,60,0,0
41,0,230020,8,9,0,1,2,3,1,0,0,40,0,0
29,0,134890,11,11,0,9,2,0,1,0,0,40,0,1
48,0,162096,4,5,0,7,4,1,0,0,0,45,11,0
51,0,103824,8,9,2,2,3,4,1,0,0,40,28,0
34,5,61431,7,8,2,8,3,4,0,0,0,40,0,0
58,0,197319,13,13,0,4,2,0,1,0,0,45,0,1
52,0,183618,8,9,0,6,2,0,1,0,0,40,0,0
37,1,268598,13,13,0,4,2,3,1,7298,0,50,3,1
53,0,263729,9,10,3,8,3,0,0,0,0,40,0,0
54,0,39493,11,11,0,10,2,0,1,0,0,20,0,0
36,0,185360,8,9,0,3,2,0,1,0,0,60,0,0
25,0,132661,11,11,2,8,1,0,0,0,0,60,0,0
20,0,266400,9,10,2,5,1,0,0,0,0,48,0,0
23,0,433669,10,12,2,8,3,0,1,0,0,40,0,0
39,2,216473,13,13,0,4,2,0,1,0,0,60,0,1
20,1,217404,5,6,2,7,1,0,1,0,0,40,0,0
28,0,227778,11,11,2,2,4,4,1,0,0,40,0,0
73,5,96262,8,9,4,8,3,0,0,0,0,40,0,0
67,0,247566,8,9,0,12,2,0,1,0,0,24,0,0
56,0,139616,13,13,1,4,3,0,1,0,0,45,0,1
32,0,73585,11,11,0,1,2,0,1,0,0,40,0,0
42,0,37869,9,10,1,7,3,0,1,0,1590,40,0,0
33,0,165814,8,9,0,2,2,4,1,0,0,40,0,0
37,0,108913,8,9,2,2,3,0,1,0,0,40,0,0
33,0,34975,9,10,0,4,2,0,1,0,0,45,0,0
31,0,157078,5,6,2,8,5,0,0,0,0,40,0,0
59,0,232672,14,14,0,4,2,0,1,0,0,40,0,1
21,0,294295,8,9,2,8,5,0,1,0,0,40,0,0
58,2,130454,9,10,0,4,2,0,1,0,0,50,0,1
24,4,461678,5,6,2,2,3,0,1,0,0,40,0,0
26,5,252284,9,10,0,12,2,0,1,0,0,40,0,0
26,0,256737,6,7,0,10,2,0,1,0,0,40,0,0
33,4,96480,14,14,2,5,3,0,0,0,0,40,5,0
25,0,234263,13,13,2,3,3,0,1,0,0,40,0,0
21,0,109952,5,6,0,7,2,0,1,0,0,50,0,0
24,0,262570,8,9,2,7,3,0,1,0,0,40,0,0
39,1,65716,10,12,0,8,0,0,0,0,0,40,0,1
68,0,201732,9,10,1,8,5,0,0,0,0,40,0,0
66,1,174788,9,10,2,3,3,0,0,0,0,20,0,0
38,0,278924,13,13,2,9,3,0,1,0,0,40,0,0
41,0,101593,14,14,0,4,2,0,1,0,0,50,0,1
37,0,342768,8,9,0,1,2,0,1,0,0,40,0,0
54,1,242606,14,14,0,3,2,0,1,4386,0,45,0,1
27,5,176727,13,13,2,5,3,0,1,0,0,40,0,0
49,0,99179,13,13,2,5,3,0,0,0,0,40,0,0
19,5,354104,9,10,2,5,1,0,1,0,0,10,0,0
25,0,61956,9,10,2,10,3,0,1,0,0,50,0,0
47,3,137917,9,10,0,8,2,4,1,0,0,40,0,1
40,0,224658,9,10,0,3,4,0,1,0,0,40,0,0
38,0,51100,13,13,1,4,3,0,1,3325,0,40,0,0
25,0,224361,8,9,2,2,3,0,1,0,0,40,0,0
25,0,362912,9,10,2,1,1,0,0,0,0,50,0,0
23,0,218782,5,6,2,6,4,3,1,0,0,40,0,0
28,0,103389,14,14,1,3,1,0,0,0,0,40,0,0
29,0,308944,8,9,5,1,3,0,1,0,0,40,0,0
32,0,140092,6,7,0,1,2,0,1,0,0,40,0,0
34,0,202210,8,9,2,2,5,4,0,0,0,40,0,0
52,0,416059,13,13,0,5,2,4,1,0,0,40,0,1
33,1,281030,8,9,0,9,2,0,1,0,0,94,0,0
19,0,169758,9,10,2,3,1,0,1,0,0,35,0,0
68,0,193666,15,16,0,5,2,0,1,20051,0,55,0,1
41,0,139907,5,6,2,6,5,0,1,0,0,50,0,0
18,2,119422,8,9,2,2,5,1,0,0,0,30,7,0
29,0,149324,9,10,0,1,2,0,1,0,1485,40,0,1
40,0,259307,14,14,0,4,2,0,1,0,0,50,0,1
51,1,74160,14,14,1,5,5,0,1,0,0,60,0,1
49,0,134797,9,10,1,8,3,0,1,0,0,40,0,0
20,5,41103,9,10,2,2,1,0,0,0,0,20,0,0
38,4,193026,8,9,0,1,2,0,1,0,0,50,0,1
57,0,303986,2,3,2,2,3,0,1,0,0,40,12,0
35,0,126569,9,10,0,3,2,0,1,4064,0,40,0,0
66,0,166461,6,7,0,3,2,0,1,0,0,26,0,0
25,0,254746,11,11,2,8,3,0,0,0,0,40,0,0
70,0,282642,8,9,0,6,2,0,1,0,2174,40,0,1
59,1,136413,3,4,0,9,2,0,1,0,0,48,0,0
25,0,131463,13,13,0,5,2,0,1,0,0,40,0,0
44,4,177240,12,15,2,5,3,0,1,10520,0,40,0,1
37,0,218490,14,14,0,4,2,0,1,0,0,55,36,1
21,0,20728,8,9,2,3,1,0,0,4101,0,40,0,0
47,3,117628,8,9,0,1,2,0,1,0,0,40,0,1
20,0,91939,8,9,2,8,3,4,0,0,1721,30,0,0
32,5,175931,8,9,0,12,2,0,1,0,0,40,0,0
28,0,309566,8,9,2,8,5,0,0,0,0,20,0,0
53,0,123703,8,9,1,10,3,0,1,0,0,40,0,0
58,0,29928,9,10,0,3,0,0,0,0,0,36,0,0
22,0,167868,8,9,2,3,3,0,0,0,0,30,0,0
23,0,235894,6,7,0,4,2,0,1,0,0,55,0,0
21,0,189888,8,9,2,6,3,0,1,3325,0,60,0,0
36,0,111545,8,9,0,1,2,0,1,0,0,70,0,0
39,0,175972,9,10,0,2,0,0,0,0,0,15,0,0
34,4,254270,13,13,2,5,3,0,0,0,0,40,0,0
41,4,185057,14,14,2,5,3,0,0,0,0,40,0,0
72,0,157593,13,13,0,3,2,0,1,1455,0,6,0,0
34,0,101345,8,9,0,2,0,0,0,0,0,40,0,1
51,4,176751,13,13,0,5,2,0,1,0,1902,40,0,1
32,1,97723,11,11,2,1,3,0,1,0,0,40,0,0
38,0,127601,9,10,4,4,3,0,0,0,0,40,0,1
37,0,227597,9,10,0,1,2,0,1,0,0,40,0,0
21,0,250051,9,10,2,5,1,0,0,0,0,10,0,0
26,0,284078,9,10,2,8,3,0,1,0,0,40,0,0
34,0,207668,9,10,0,6,2,0,1,0,1887,40,0,1
18,0,163787,9,10,2,3,1,0,0,0,0,15,0,0
27,0,119170,6,7,2,4,5,0,0,0,0,45,0,0
20,0,188612,9,10,2,8,1,0,0,0,0,38,32,0
36,0,114605,11,11,0,8,2,0,1,0,0,40,0,1
32,0,164197,13,13,0,4,2,0,1,0,0,60,0,1
54,0,329266,8,9,0,1,2,0,1,0,0,44,0,1
34,4,207383,14,14,4,5,3,0,0,0,0,40,0,0
46,0,123598,9,10,0,3,2,0,1,0,0,48,0,1
33,0,259931,6,7,3,7,4,0,1,0,0,30,0,0
32,0,134737,13,13,0,5,2,0,1,99999,0,50,0,1
42,0,106900,11,11,2,0,3,0,1,0,0,40,0,0
30,0,87054,8,9,0,1,2,0,1,0,0,50,0,0
37,0,82622,9,10,0,2,2,0,1,0,0,40,0,1
28,0,181659,8,9,0,7,2,0,1,0,0,40,0,0
25,0,321205,13,13,2,4,3,0,1,4101,0,35,0,0
44,1,231348,9,10,0,2,2,0,1,0,0,40,0,1
40,0,276096,8,9,0,7,2,0,1,0,0,40,0,0
36,0,290560,9,10,0,4,2,0,1,0,0,45,0,0
21,0,307315,9,10,2,8,5,0,1,0,0,40,0,0
39,5,99156,15,16,0,5,2,0,1,0,0,50,0,1
24,0,237928,13,13,2,5,3,0,1,0,0,39,0,0
46,0,153501,8,9,2,10,3,2,1,0,0,40,0,0
47,0,189680,13,13,0,3,2,0,1,0,1977,40,0,1
35,0,374524,12,15,0,5,2,0,1,0,0,75,0,1
60,1,127805,3,4,0,10,2,0,1,0,0,40,0,1
35,0,150217,13,13,0,2,0,0,0,0,0,24,17,0
33,0,295649,8,9,3,2,5,0,0,0,0,40,11,0
21,0,197182,10,12,2,5,3,0,0,0,0,40,0,0
37,0,241998,13,13,0,0,2,0,1,0,0,50,0,1
48,3,156410,8,9,0,8,2,4,1,0,0,50,0,1
58,0,473836,3,4,4,9,4,0,0,0,0,45,31,0
21,0,198431,8,9,2,6,3,0,0,0,0,40,0,0
22,0,113936,8,9,2,6,1,0,1,0,0,40,0,0
22,0,318915,8,9,2,2,5,0,0,0,0,40,0,0
28,1,175406,14,14,0,4,0,0,0,0,0,30,0,1
23,3,320294,8,9,2,5,3,0,1,0,0,40,0,0
58,5,400285,8,9,0,8,2,4,1,0,0,40,0,1
38,4,227154,13,13,0,1,2,1,1,0,0,40,15,0
49,0,298659,8,9,0,3,2,0,1,0,0,15,20,0
47,0,212120,13,13,0,4,2,0,1,0,0,45,0,1
50,0,320510,13,13,0,4,2,0,1,0,1902,40,0,1
21,0,175800,8,9,2,5,5,0,0,0,0,55,0,0
55,0,170169,8,9,3,8,3,0,0,0,0,40,0,0
47,0,344157,6,7,1,6,3,0,1,0,0,40,0,0
19,0,199441,8,9,2,5,3,0,0,0,0,40,0,0
47,0,225456,8,9,2,0,4,0,1,0,0,50,0,0
36,0,61178,6,7,0,1,2,0,1,0,0,40,0,0
28,4,175262,10,12,0,12,2,0,1,0,2002,40,2,0
42,0,152568,8,9,4,3,5,2,0,0,0,40,0,0
41,0,182108,14,14,2,5,3,0,0,27828,0,35,0,1
46,0,273771,13,13,0,3,2,0,1,99999,0,40,0,1
32,0,208291,8,9,0,3,2,0,1,0,0,50,0,0
34,0,224358,5,6,2,2,5,4,0,0,0,40,0,0
33,0,55176,3,4,0,1,2,0,1,0,0,40,0,0
60,5,152711,13,13,0,4,2,0,1,0,0,40,0,1
53,0,68684,8,9,0,10,2,0,1,0,0,40,0,0
24,0,185452,13,13,2,0,3,0,0,0,0,50,0,0
39,3,175232,9,10,0,6,2,0,1,0,1977,60,0,1
23,0,173851,9,10,2,1,3,0,1,0,0,40,0,0
36,4,51424,8,9,1,8,5,0,0,0,0,40,0,0
19,0,123416,7,8,3,5,1,0,0,1055,0,40,0,0
26,0,262656,8,9,2,8,1,0,0,0,0,40,0,0
38,0,233194,8,9,0,3,2,4,1,0,0,40,0,1
41,0,290660,13,13,0,1,2,0,1,7688,0,55,0,1
22,0,151105,9,10,2,3,4,0,0,0,0,18,0,0
38,0,179117,10,12,2,7,3,4,0,10520,0,50,0,1
39,0,317434,8,9,0,1,2,0,1,0,0,40,0,0
35,5,126569,8,9,0,1,2,0,1,7298,0,40,0,1
38,4,745768,9,10,1,4,5,4,0,0,0,45,0,0
19,0,69927,8,9,0,2,0,4,0,0,0,16,0,0
26,0,302603,8,9,2,10,1,0,1,0,0,45,0,0
52,0,46788,13,13,1,1,5,0,1,0,0,25,0,0
41,0,289886,2,3,0,2,2,3,1,0,1579,40,32,0
45,0,179135,8,9,1,8,3,0,0,0,0,40,0,0
58,3,175873,9,10,0,8,2,0,1,0,0,40,0,1
34,0,57426,13,13,2,3,3,0,1,0,0,45,0,0
36,0,312206,8,9,0,7,2,0,1,0,0,40,0,0
19,6,344858,8,9,2,9,1,0,1,0,0,20,0,0
26,5,177035,6,7,1,2,5,0,0,0,0,40,0,0
60,0,88055,5,6,0,10,2,0,1,0,0,40,0,0
35,1,111095,8,9,0,4,2,0,1,0,0,50,0,0
39,0,192251,5,6,1,2,3,0,0,0,0,60,0,0
27,0,29807,8,9,3,6,5,0,0,0,0,40,8,0
26,3,211596,14,14,2,5,3,0,1,0,0,40,0,0
17,0,268276,7,8,2,2,1,0,1,0,0,12,0,0
59,1,181070,8,9,0,3,2,0,1,0,0,40,2,1
53,4,20676,8,9,0,4,2,2,1,0,0,48,0,0
35,0,115803,6,7,1,10,3,0,1,0,0,40,0,0
34,4,124827,9,10,0,4,2,0,1,0,0,40,0,1
36,0,95336,8,9,0,0,2,0,1,0,0,45,0,1
36,0,257942,8,9,0,3,2,0,1,0,0,40,0,0
21,0,72593,8,9,2,2,1,0,1,0,0,40,0,0
29,0,147340,9,10,2,3,1,0,0,0,0,40,0,0
35,0,185325,13,13,0,5,2,0,1,0,0,50,0,1
59,1,357943,13,13,0,4,2,0,1,0,0,40,0,1
22,0,215395,9,10,2,2,3,0,1,0,1602,10,0,0
50,4,30682,14,14,0,5,2,0,1,0,0,50,0,0
24,3,29591,13,13,2,5,3,3,0,0,0,40,0,0
36,0,215392,13,13,1,0,3,0,0,0,0,40,0,0
31,0,110554,8,9,0,7,0,0,0,4386,0,40,0,1
42,1,133584,9,10,0,1,2,0,1,0,0,40,36,0
38,0,210438,3,4,1,3,5,0,0,0,0,40,0,0
52,0,256916,8,9,0,4,2,0,1,0,0,40,0,0
46,0,73541,5,6,1,1,3,0,1,0,0,40,0,0
23,0,109952,9,10,0,1,2,0,1,0,0,60,0,0
54,0,197975,2,3,0,3,2,0,1,0,0,51,0,0
27,0,401723,8,9,2,8,3,4,0,0,0,40,0,0
42,0,179524,13,13,3,2,3,0,0,0,0,50,0,0
33,5,296282,8,9,0,1,2,0,1,0,0,40,0,0
19,0,145844,10,12,2,4,3,0,0,0,0,50,0,0
59,0,191965,6,7,0,2,0,0,0,3908,0,28,0,0
54,0,96792,8,9,4,2,5,0,0,0,0,32,0,0
48,0,185041,3,4,0,10,2,0,1,0,1672,55,0,0
45,0,347834,8,9,1,8,3,0,0,0,0,40,0,0
36,0,215373,13,13,2,4,3,0,1,0,0,70,0,0
35,1,169426,10,12,0,1,2,0,1,0,0,40,0,0
47,0,202856,9,10,1,8,3,0,0,0,0,36,0,0
33,0,50276,13,13,2,4,3,0,1,0,0,40,0,0
48,1,187454,13,13,0,5,2,0,1,0,0,40,0,0
42,0,126098,8,9,3,1,5,4,0,0,0,40,0,0
19,0,250639,9,10,2,2,1,0,1,0,0,24,0,0
64,2,195366,13,13,0,5,2,0,1,0,0,40,0,0
51,1,186845,13,13,0,9,2,0,1,0,0,8,0,0
20,3,119156,8,9,2,8,4,0,1,0,0,20,0,0
28,0,162343,8,9,2,2,3,0,1,0,0,40,3,0
52,0,108435,14,14,0,4,2,0,1,0,1902,50,9,1
29,1,394927,9,10,2,1,3,0,1,0,0,45,0,0
51,0,172281,13,13,3,3,3,0,1,0,0,40,0,0
36,0,370767,8,9,0,5,2,0,1,0,2377,60,0,0
43,0,352005,13,13,0,3,2,0,1,15024,0,45,0,1
52,0,165681,9,10,0,4,2,0,1,0,0,40,0,0
50,0,258819,8,9,1,1,3,0,1,0,0,40,0,1
25,0,130793,9,10,1,2,3,0,1,0,0,30,0,0
36,0,118909,10,12,2,8,5,4,0,0,0,40,18,0
44,0,202466,9,10,0,4,0,0,0,0,0,60,0,0
47,0,161558,5,6,5,10,3,4,1,0,0,45,0,0
32,0,188246,8,9,1,1,1,0,1,0,0,40,0,0
37,0,160120,14,14,2,5,5,1,1,0,0,40,10,0
40,0,144594,8,9,0,8,2,0,1,2829,0,40,0,0
34,1,123429,8,9,0,3,2,0,1,0,0,60,0,0
35,2,340110,9,10,0,3,2,0,1,0,0,50,0,1
26,0,523067,9,10,2,5,1,0,1,0,0,3,36,0
49,1,113513,13,13,0,9,2,0,1,0,0,50,0,0
46,1,320421,13,13,5,5,3,0,1,0,0,25,0,0
31,4,295589,9,10,2,8,1,4,1,0,0,40,0,0
22,0,370548,11,11,2,1,3,0,1,0,0,30,0,0
20,0,120572,9,10,2,2,3,0,0,0,0,12,0,0
52,0,110977,15,16,2,4,3,0,1,0,0,40,0,1
26,0,55860,9,10,2,8,3,4,0,0,0,40,0,0
34,0,158800,13,13,0,4,2,0,1,0,0,50,0,1
31,0,131568,4,5,2,7,3,0,1,0,0,40,0,0
46,0,173613,8,9,1,3,5,0,0,0,0,30,0,0
22,0,216867,3,4,0,7,2,0,1,0,0,40,20,0
38,0,104089,11,11,2,1,1,0,1,0,0,40,0,0
35,0,208106,8,9,0,3,2,0,1,0,0,40,26,0
27,5,340269,9,10,2,12,3,0,1,0,0,40,0,0
27,0,236246,10,12,0,4,2,0,1,0,0,40,0,0
46,0,213408,9,10,1,3,5,0,0,0,0,40,12,0
19,0,302945,9,10,2,8,1,0,1,0,0,10,34,0
20,0,262749,9,10,2,2,1,0,1,0,0,35,0,0
34,3,198265,13,13,0,12,2,0,1,0,0,60,0,0
49,0,170871,14,14,0,4,2,0,1,0,0,45,0,1
27,0,177761,9,10,0,9,2,3,1,0,0,50,0,0
59,0,175689,9,10,0,8,0,0,0,0,0,14,12,1
45,0,205100,13,13,0,4,2,0,1,15024,0,60,0,1
21,0,77759,9,10,2,3,1,0,0,0,0,15,0,0
51,5,77905,11,11,1,5,5,0,0,0,0,40,0,0
41,5,116520,15,16,0,5,2,0,1,0,0,40,0,1
49,0,180532,14,14,5,5,3,0,1,0,0,40,0,0
51,0,508891,8,9,1,7,1,4,1,0,0,40,0,0
20,0,211345,9,10,2,6,1,0,0,0,0,20,0,0
69,1,170877,8,9,0,3,2,0,1,0,0,48,0,0
43,0,184105,8,9,0,6,2,0,1,0,0,50,0,0
50,0,150941,8,9,1,7,5,4,0,0,0,44,0,0
32,0,303942,8,9,0,7,2,0,1,0,0,40,0,0
27,4,273929,8,9,2,9,1,0,1,0,0,40,0,0
38,0,197077,8,9,0,2,2,0,1,0,0,40,0,0
62,0,162825,8,9,0,7,2,0,1,0,0,40,0,1
46,0,159869,8,9,1,4,3,0,1,0,0,44,0,0
21,0,227986,8,9,2,7,5,0,0,0,0,40,0,0
36,0,137527,13,13,2,8,3,0,0,0,0,50,0,0
36,0,180150,7,8,1,6,3,0,1,0,0,40,0,0
23,0,239539,8,9,2,7,1,1,1,0,0,40,15,0
58,0,281792,13,13,0,5,2,0,1,0,0,40,0,1
40,0,224799,13,13,0,5,2,0,1,0,0,45,0,0
64,0,292639,9,10,0,4,0,0,0,10566,0,35,0,0
66,0,22313,6,7,0,1,2,0,1,0,0,20,0,0
42,0,194636,8,9,0,3,2,0,1,0,0,40,0,0
55,0,156089,9,10,4,8,5,0,0,0,0,40,0,0
53,0,193720,9,10,0,4,2,0,1,0,1977,40,0,1
25,0,218667,8,9,0,6,2,0,1,0,0,40,0,0
39,0,358837,9,10,2,0,5,4,0,0,0,40,0,0
20,0,174685,8,9,2,2,1,0,1,0,0,40,0,0
32,0,168854,8,9,0,2,2,0,1,0,0,54,0,0
28,0,133696,13,13,2,3,5,0,1,0,0,65,0,0
23,3,350680,10,12,2,4,1,0,0,0,0,40,17,0
18,0,115215,8,9,2,2,1,0,1,0,0,25,0,0
43,1,152958,8,9,0,4,2,0,1,0,0,35,0,1
29,0,217200,8,9,0,1,2,0,1,0,0,40,0,0
32,0,235124,9,10,0,12,2,0,1,0,0,46,24,0
31,4,144949,8,9,1,1,5,0,1,0,0,40,0,0
60,0,135470,2,3,0,1,2,0,1,0,0,40,20,0
42,0,281209,9,10,0,10,2,0,1,0,0,50,0,0
46,0,155489,14,14,0,4,2,0,1,0,0,50,0,1
38,0,290306,8,9,0,1,2,0,1,0,0,40,0,1
18,0,182042,6,7,2,2,1,0,0,0,0,19,0,0
31,0,210008,8,9,2,3,1,0,0,0,0,40,0,0
54,0,234938,8,9,0,3,2,0,1,4064,0,55,0,0
46,0,315423,9,10,0,3,2,0,1,0,2042,50,0,0
27,1,30244,8,9,2,9,1,0,1,0,0,80,0,0
50,4,30008,13,13,0,5,2,0,1,0,0,45,0,1
38,1,201328,3,4,0,9,2,0,1,0,0,56,0,0
36,5,96468,14,14,2,5,1,0,0,0,0,40,0,0
25,0,486332,8,9,1,2,3,0,1,0,0,40,20,0
19,0,46162,8,9,2,9,1,0,1,0,0,25,0,0
60,4,98350,9,10,0,2,2,1,1,0,0,60,15,0
45,4,175958,4,5,2,2,1,0,1,0,0,40,0,0
21,0,119309,9,10,2,0,1,0,1,0,1602,16,0,0
42,0,175935,8,9,1,10,3,0,1,0,1980,46,0,0
38,0,204527,8,9,0,1,2,0,1,0,0,50,0,0
19,0,418176,8,9,2,4,3,4,1,0,0,32,0,0
23,0,262744,9,10,2,8,1,0,1,0,0,40,0,0
24,0,177287,9,10,2,6,1,0,0,0,0,30,0,0
30,0,255004,10,12,1,3,3,0,1,0,0,52,0,0
62,0,183735,9,10,0,4,2,0,1,0,0,40,0,0
26,1,318644,12,15,2,5,1,0,1,0,0,20,0,0
42,3,132125,13,13,0,4,2,0,1,0,0,52,0,1
33,0,206051,8,9,0,1,2,0,1,0,0,40,0,0
35,0,225750,13,13,1,5,5,0,0,0,0,32,0,0
33,0,245777,8,9,1,3,3,0,1,0,0,40,0,0
45,0,169092,8,9,1,3,3,0,0,0,0,55,0,0
62,0,211035,13,13,0,8,0,0,0,0,0,30,0,1
24,0,285432,8,9,2,4,1,0,1,0,0,40,0,0
50,4,154779,9,10,1,8,3,4,0,0,0,40,0,0
54,0,37237,13,13,0,5,2,0,1,0,0,40,0,1
58,0,417419,3,4,1,7,1,0,1,0,0,40,0,0
39,2,33975,8,9,0,1,2,0,1,0,0,50,0,0
32,0,42485,8,9,1,1,5,0,1,0,0,40,0,0
27,0,170017,13,13,0,5,2,0,1,0,0,40,0,0
27,0,152683,8,9,0,10,2,0,1,3908,0,35,0,0
20,0,41721,9,10,2,2,1,0,1,0,0,60,0,0
64,0,66634,3,4,0,1,2,0,1,0,0,40,0,0
55,2,257216,14,14,4,3,3,0,0,0,0,40,0,0
46,0,167882,8,9,1,0,3,0,0,0,0,43,0,0
45,0,179428,9,10,0,10,2,0,1,0,0,55,0,0
26,0,57512,8,9,2,10,3,0,1,0,0,40,0,0
36,0,301614,8,9,0,1,2,0,1,0,0,40,0,0
25,0,193820,13,13,2,3,3,0,0,0,1876,40,0,0
58,0,222247,5,6,0,10,2,0,1,0,1887,40,0,1
39,2,189092,13,13,0,4,2,0,1,0,0,45,0,0
47,0,217509,8,9,4,11,3,1,0,0,0,45,34,0
35,0,308691,14,14,0,7,2,0,1,0,0,48,0,0
38,0,169672,8,9,0,4,2,0,1,0,0,40,0,0
50,0,120914,6,7,0,1,2,0,1,0,0,40,0,0
36,0,370156,8,9,1,8,5,0,0,0,0,38,0,0
28,0,398220,2,3,2,1,4,0,1,0,0,40,20,0
44,1,208277,8,9,0,7,0,0,0,0,0,45,0,0
40,0,337456,8,9,1,12,5,0,0,0,0,40,0,0
55,0,172666,9,10,0,1,2,0,1,0,0,40,0,1
29,1,32280,8,9,2,9,3,0,1,0,0,45,0,0
33,0,194901,8,9,0,1,2,0,1,0,0,45,0,0
32,0,173730,13,13,0,4,2,0,1,7688,0,40,0,1
45,4,153312,14,14,0,5,2,4,1,0,0,10,0,1
23,0,274797,8,9,2,6,1,0,1,0,0,25,0,0
31,0,359249,11,11,2,12,1,4,1,0,0,40,0,0
22,0,152744,9,10,2,2,3,1,0,0,0,40,15,0
59,0,188041,8,9,1,6,3,4,1,0,0,40,0,0
32,0,97723,9,10,2,1,3,0,1,0,0,38,0,0
49,5,354529,9,10,2,8,3,0,0,0,0,40,0,0
22,0,249727,9,10,2,8,1,0,1,0,0,30,0,0
26,0,189590,9,10,2,8,3,0,1,0,0,30,0,0
23,5,298871,9,10,0,8,2,1,1,0,0,40,19,0
55,1,205296,9,10,0,3,0,0,0,0,0,50,0,0
47,0,303637,8,9,0,4,2,0,1,0,0,49,0,1
44,0,242861,8,9,0,10,2,0,1,0,0,40,0,0
27,0,37599,9,10,2,2,3,0,1,0,0,24,0,0
40,5,199381,14,14,0,5,0,0,0,15024,0,37,0,1
32,1,56328,13,13,0,5,0,0,0,0,0,8,0,1
20,0,256211,9,10,2,7,4,1,1,0,0,40,19,0
84,4,163685,8,9,4,4,3,0,0,0,0,33,0,0
40,0,266084,9,10,1,1,4,0,1,0,0,50,0,0
37,0,161111,13,13,2,3,3,0,0,0,0,40,0,0
44,0,199031,9,10,1,10,1,0,1,0,1380,40,0,0
47,0,166634,9,10,1,4,5,0,0,0,0,40,5,0
62,1,204085,9,10,0,3,2,0,1,0,0,25,0,0
47,0,464945,8,9,2,10,3,0,1,0,0,45,0,0
44,4,174684,8,9,1,1,5,4,1,0,0,40,0,0
